categories,time_series_description,development,value_ranges,file_name,time_series_time_series_description,value_development,percentage_change,notes,TimeSeriesDescription,Development,percentageChange,value_ranges_explanation,percentage_ranges,note,timeSeriesDescription,valueDevelopment,percentageRanges,ValueDevelopment,additional_notes,percentage_change_time_series_description,development_time_series_description,details,value_ranges_details
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Cycles', 'Pattern', 'Outliers', 'Predictability', 'Autocorrelation']","{'Trend': 'Upward', 'Seasonality': 'None', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'High', 'Cycles': 'None', 'Pattern': 'Flat', 'Outliers': 'Few', 'Predictability': 'High', 'Autocorrelation': 'High'}","The time series shows a very slow upward trend over the entire period.  There's minimal fluctuation. The values remain relatively constant for extended periods, with occasional small increases.","{'minimum': '17.36% (17.36/17.36)', 'maximum': '18.39% (18.39/17.36)'}",ASIN_B008TLGFVU.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Noise', 'Outliers', 'Smoothness', 'Prediction']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Noise': 'Low', 'Outliers': 'Few', 'Smoothness': 'High', 'Prediction': 'Difficult'}","The time series shows a general downward trend in price over the period from March 2020 to August 2022.  There are periods of relative stability with minimal price fluctuation. While the overall trend is downward, there are subtle short-term fluctuations.","{'min': '89.8% (approximately 60)', 'max': '100% (approximately 67)', 'range': '10.2%'}",4027301260229.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cycles': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Predictability': 'None', 'Noise': 'None', 'Pattern': 'None', 'Structure': 'None'}","The time series is empty; therefore, no development can be described.","No values are present in the dataset, so no percentage ranges can be provided.",ASIN_B08FHGX49T.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cycles': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Patterns': 'None', 'Noise': 'None', 'Stationarity': 'None', 'Prediction': 'Impossible', 'Structure': 'Empty'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",ASIN_B001TPAKHS.csv,,,,,,,,,,,,,,,,,,,
"{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Outliers': 'None', 'Pattern': 'Stepwise', 'Structure': 'Simple', 'Predictability': 'High'}",,"The time series shows a generally downward trend with periods of stability at different price levels.  Initially, the price remains constant for several days before decreasing in steps to a lower level, where it again stabilizes for a period. This pattern repeats until the end of the observed period.","{'Initial': '100%', 'First Step': '94.5%', 'Second Step': '91.5%', 'Third Step': '86%', 'Fourth Step': '77%'}",ASIN_B074HHSQRB.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Noise', 'Patterns', 'Growth', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Noise': 'Low', 'Patterns': 'Flat', 'Growth': 'Negative', 'Predictability': 'High'}","The time series shows a clear downward trend, starting at approximately 15.72 and ending at approximately 10.85.  The values remain relatively constant for extended periods, with minimal fluctuation. There is no evidence of seasonality or cyclical patterns.","{'start': '100%', 'end': '69%'}",ASIN_B09BFT7NZJ.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Growth', 'Stability', 'Pattern', 'Noise', 'Autocorrelation', 'Prediction']","['Upward', 'Low', 'None', 'None', 'Positive', 'High', 'Linear', 'Low', 'High', 'Easy']",The time series shows a clear upward trend with minimal volatility. The price starts at approximately 18.85 and gradually increases to approximately 38.80 over the observed period. There is no apparent seasonality or cyclical pattern.  The increase is relatively steady and linear.,"{'start': '100%', 'end': '206%'}",ASIN_B081HQR9F4.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Stationarity': 'None', 'Growth': 'None', 'Pattern': 'None', 'Noise': 'None', 'Prediction': 'Impossible'}",No data available for analysis of development.,"{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",4053858586772.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Patterns': 'None', 'Noise': 'None', 'Stationarity': 'None', 'Predictability': 'None', 'Structure': 'Empty'}","The time series is empty; therefore, no development can be described.","{'min': 'N/A', 'max': 'N/A', 'range': 'N/A'}",8690842164880.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cycles': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Irregularity': 'None', 'Prediction': 'Impossible', 'Patterns': 'None', 'Structure': 'Empty'}","The time series is empty, therefore no development can be described.","{'minimum': '0%', 'maximum': '0%', 'average': '0%', 'std_dev': '0%'}",ASIN_B008DK5CUM.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Outliers']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Predictability': 'High', 'Outliers': 'None'}","The time series shows a general downward trend, starting at approximately 10.26 and ending around 9.10.  The values are relatively stable with minor fluctuations, suggesting low volatility.  There is no apparent seasonality or cyclical pattern.","{'minimum': '9.10%', 'maximum': '10.26%'}",ASIN_B000IGW3JC.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cyclicity', 'Autocorrelation', 'Stationarity', 'Outliers', 'Noise', 'Growth', 'Stability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cyclicity': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Outliers': 'None', 'Noise': 'Low', 'Growth': 'Negative', 'Stability': 'Low'}",The time series shows a general downward trend.  The price starts at approximately 100% and gradually decreases to around 93.5% over the observed period. The values are relatively stable with minimal fluctuations.,"{'min': '93.5%', 'max': '100%'}",4545350052966.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cyclicity', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Prediction']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cyclicity': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Slow', 'Stability': 'High', 'Pattern': 'Flat', 'Prediction': 'Linear'}","The time series shows a slow, upward trend with very little volatility.  The values remain relatively stable over the entire period, exhibiting high autocorrelation. There is no discernible seasonality or cyclical pattern.","{'min': '90-100%', 'max': '100-110%'}",ASIN_B07BHXLLCY.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Moderate', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'Low', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Pattern': 'Irregular', 'Predictability': 'Low'}","The time series shows a general downward trend, starting around 50-60% and declining to the 30-40% range over time.  There is moderate volatility with occasional price spikes and drops.  No clear seasonal patterns or cycles are visible. The series appears non-stationary due to the downward trend.","{'min': '30-40%', 'max': '50-60%'}",ASIN_B07XTVTRLZ.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Downward', 'Seasonality': 'None', 'Volatility': 'Low', 'Stability': 'High', 'Pattern': 'Flat', 'Growth': 'Negative', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Prediction': 'Easy', 'Noise': 'Minimal'}","The time series shows a relatively stable, gradual decline in price over the period from March 25th, 2021 to June 21st, 2021.  There is little to no fluctuation from day to day.","{'minimum': '101.28%', 'maximum': '106.02%'}",4046051086545.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Pattern': 'Linear', 'Predictability': 'Moderate'}","The time series shows a predominantly downward trend, starting at approximately 117.50 and decreasing to around 65.90.  There are periods of relative stability where the price remains constant for several days, but the overall direction is a decline. Volatility is relatively low, with only minor fluctuations around the overall trend.","{'start': {'min': 117.5, 'max': 117.5, 'percentage_range': '0%'}, 'end': {'min': 65.9, 'max': 69.55, 'percentage_range': '0% to 5%'}, 'overall': {'min': 65.9, 'max': 117.5, 'percentage_range': '44% to 100%'}}",ASIN_B08VD4XRCL.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Predictability']","['Upward', 'Low', 'Absent', 'Absent', 'High', 'No', 'Positive', 'Moderate', 'Linear', 'Moderate']","The time series shows a generally upward trend with some periods of stability and small, short-term fluctuations.  The price gradually increases over the observation period.","{'min': '75-80%', 'max': '95-100%'}",0734646720663.csv,,,,,,,,,,,,,,,,,,,
"['Stability', 'Trend', 'Volatility', 'Seasonality', 'Growth', 'Cycles', 'Pattern', 'Noise', 'Persistence', 'Predictability']","{'Stability': 'High', 'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'Weak', 'Growth': 'Moderate', 'Cycles': 'None', 'Pattern': 'Flat', 'Noise': 'Low', 'Persistence': 'High', 'Predictability': 'High'}","The time series shows a general upward trend with periods of stability.  There's minimal volatility and no clear seasonal patterns.  Growth is gradual and consistent.  Values remain relatively flat for extended periods, punctuated by occasional small increases.","{'minimum': '70-75%', 'maximum': '25-30%'}",4242005180899.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Smoothness', 'Patterns', 'Outliers', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Smoothness': 'High', 'Patterns': 'Stable', 'Outliers': 'None', 'Predictability': 'High'}","The time series shows a clear downward trend, starting at approximately 29.56 (100%) and gradually decreasing to approximately 18.89 (64%).  The values remain relatively stable and constant over extended periods. There is very little volatility.","{'min': '64%', 'max': '100%'}",ASIN_B09X7FXHVJ.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cyclicity': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Irregularity': 'None', 'Shape': 'None', 'Predictability': 'None', 'Pattern': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'average': 'N/A', 'stdDev': 'N/A', 'range': 'N/A'}",4044155094602.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Pattern': 'None', 'Growth': 'None', 'Stability': 'None', 'Predictability': 'None', 'Structure': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",ASIN_B0BK6YJL7W.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Outliers', 'Noise', 'Persistence', 'Growth']","{'Trend': 'Downward', 'Volatility': 'High', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Outliers': 'Few', 'Noise': 'Moderate', 'Persistence': 'High', 'Growth': 'Negative'}","The time series shows a predominantly downward trend, starting around 258.59 and ending at 210.00.  There is significant volatility, with periods of both sharp drops and relative stability.  While a weak seasonality might exist, no clear cyclical patterns are apparent.  The time series exhibits high autocorrelation and is clearly non-stationary.  A few outliers might be present. Moderate noise obscures the underlying trend. High persistence is evident, with values tending to remain relatively constant over short periods. Overall, the time series displays negative growth.","{'min': '80-85%', 'max': '100%'}",ASIN_B00BU2S8YW.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Patterns': 'None', 'Noise': 'None', 'Stationarity': 'None', 'Predictability': 'None', 'Outliers': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",ASIN_B0BK7L4ZD2.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Stable', 'Seasonality': 'None', 'Volatility': 'Low', 'Growth': 'Slight', 'Pattern': 'Flat', 'Cycles': 'Absent', 'Outliers': 'None', 'Autocorrelation': 'High', 'Stationarity': 'Yes', 'Predictability': 'High'}","The time series shows a very slight upward trend over the period, with values remaining relatively constant for extended durations.  There is minimal fluctuation.","{'minimum': '95%', 'maximum': '105%'}",5902251058067.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cyclicity', 'Autocorrelation', 'Stationarity', 'Stability', 'Predictability', 'Smoothness', 'Growth']","['Downward', 'Low', 'None', 'None', 'High', 'Yes', 'Relatively stable', 'High', 'High', 'Negative']","The time series shows a general downward trend with periods of stability. There is high autocorrelation, indicating strong dependence between consecutive values.","{'minimum': '29.15%', 'maximum': '32.36%'}",ASIN_B06WW2JLS2.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'Downward', 'Seasonality': 'None', 'Volatility': 'Low', 'Pattern': 'Stable', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'Yes', 'Noise': 'Minimal', 'Outliers': 'None', 'Predictability': 'High'}",The time series shows a relatively stable and consistent downward trend over the observation period.  There's little variation in values after the initial decrease.,"{'minimum': '16.38%', 'maximum': '18.61%'}",ASIN_B089Z7GP1J.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Outliers']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Linear', 'Stability': 'Low', 'Predictability': 'High', 'Outliers': 'None'}","The time series shows a consistent upward trend, with prices increasing gradually over the four-year period.  There is minimal fluctuation around this trend, indicating low volatility.","{'min': '41.15% (representing the lowest price)', 'max': '75.95% (representing the highest price)', 'range': '34.8% (difference between the highest and lowest price).'}",5702016618815.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Noise', 'Prediction', 'Pattern']","{'Trend': 'Decreasing', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Noise': 'Minimal', 'Prediction': 'Easy', 'Pattern': 'Flat'}","The time series shows a clear downward trend, with the price consistently decreasing from approximately 1539.91 to 1194.31 over the observation period.  There is very little fluctuation or volatility in the data;  the price remains relatively constant for extended periods before shifting downward. The lack of seasonality or cyclical patterns suggests a simple, linear decline.","{'minimum': '100%', 'maximum': '100%'}",4718017703123.csv,,,,,,,"{'start': '0%', 'end': '-22.5%'}",,,,,,,,,,,,
